,Text,Analysis
27318,just saw an advert for ATTICS TO EDEN on tv  out today and only ï¿½9.99 from HMV...so I`m not sure why I had to pay ï¿½13 at HMV...never mind,0
27319,  - please let me freee... I can`t watch you **** for much loongerrr!,1
27321,Happy Mothers Day to all the Mommys.,1
27322,`ss back to the gym project. Finally finished ... **** filthy hobo`s always trying to eat my taco`s.  !!   </3,0
27323,No u guys!  said California in an angry tweet to perez hilton! Jonathan was so upset he spelled California wrong,0
27325,Painting is hard work. Very tired. But satisfying to see God`s house getting prettier.  And I like the yellow of Tim`s room.,0
27326,going to the cinema to see ghost of girlfriends past!,0
27327,"_donut ah good deal, hope you find some new music",1
27328,had a very good day and is now going to get into bed!,1
27329,  think 2 to start off with but a house that can fit 4 - or we may go the whole hog and get 4.... not sure yet,1
27330," unfortunetly no  I wish, I mean sometimes like twice a yr they`ll have a party, but not always",0
27331,Off home ill from work. This man flu is hell,0
27332, haha i see im so bored rite now.. it seems like everyone is headin to vegas this weekend,0
27334,_3girls LOUISE !! You r not adopted - ballet it is. You`ll love it and then the cocktails after even more!,1
27337,"Looking for desktop twitter app that will actually let you access URLs, any suggestions? I liked Twittle but no linking",1
27340,"had an eventful weekend and nice week off, looking forward to a final chill out day",1
27341,"Wooow, I haven`t charged my iPod Touch all day today, and it`s still ALIVE! That`s so coolio",1
27342,"Oh Top Gear (UK), how I love thee",1
27343,I think I`m gonna try to go vegetarian again....and no soda and majorly cutback on beer...too many carbs....but its so yummyyy,1
27344,the japanese exchange student is the cutest thing i`ve ever seen. seriously HAHA i want to put her in my pocket&keep her D:,1
27345, Glad to hear the weather`s nice.  It`s rained just about every day for the last five days.  Not fun for exploring,1
27348,"Killed a pigeon today  Thought it was going to move out the way of the car.. next thing I know, BANG feathers in the rear view mirror RIP",0
27349," yea but that`s an old pic,  she looks a lot different now...she turned into such a beautiful women   I miss her A LOT!",1
27350," Haha! I can`t a good vid of it on tubey,you thugh",1
27352," HA.. I look at Twitter games as harmless fun. Despite being author of Twitter book, I try to talk about other stuff",1
27354, someone`s horsing about. Btw Hubb feels the same about twitter. He`s naming  as the other party,0
27356," - Aww, yeah, dear Nicky  .",1
27357, courtney seems like a cool chick & shes pretty,1
27358,had a wonderful evening with those I love!,1
27359," LMOA! i just quit one of mine, too much stress",1
27360,"So, I`m at the point now that it has become apparent that having a degree means jack ****.",1
27361, too late!  already finished the chapter and posted it!,0
27362,"just found out I won`t be tweeting from ,my phone in Scotland, different networks    I was going to upload photos to twitpic, sorry",0
27363, Stu Lantz is awesome! I miss Chick Hearn tho,1
27364, so sad emma  u sad to be leaving the show? ****,0
27368,_UK I`ll hopefully get a chance to play it tomorrow. Hope it`s good otherwise I`ve wasted so many points,1
27370,today was interesting...,1
27372,"wow, there`s still the void of whre thomas left  The heartache is never going to go away",1
27373, hey you weirdo! haha jk! I love you!,1
27375,"happy! did crepe, again!",1
27377,thinks tonight couldn`t have gone more perfect.,1
27378, Thanks for the mascara input. It`s appreciated.,1
27379,Twitter is slow!,0
27380,getting ready for my first day at my new job,1
27382,Happy Sammy is going 2 here 2morrow!! But unfortunatly I`m not gone be able 2 go 2 the club he performing @,1
27383,home after a while out! i feel like a long skate seshion but got arrands to do,0
27384,This is a much better tool than some I have come across  - Twitter Karma on Steroids,1
27385," yep and its freezing, i hate winter  im literally wearing blackets",0
27386, Would one of the VWLLers want to add this event to our Ning?     Would much appreciate that,1
27387,_Rose *hugs* thanks. I don`t know how I`m going to fix this if I`m ever going to get my account back.,1
27390, Safe flight home to you and Jade   ****,1
27392," Thanks al...i had a freakin ball!! great company, awesome venues....what more could a girl want?  love ya!!",1
27394,Glad to see  and more Red Bull Air Racers here keeping us in the loop,1
27396,Just got refused a bottle of morgan`s in tesco despite saying helen could verify my age...  shocking... Just left all the shopping! X,0
27397,Bottle of reisling this time... My favorite!,1
27398, haha that`s way cool! Good morning,1
27399,"Please remember you need a helmet for the bike asap, talk to you later ok hope your head not to bad",0
27402,"Wolverine was much fun, but Gambit was a bit disappointing.  Neither smooth nor Cajun enough for my taste. Pretty though",1
27403, My Friday made me miss high school,1
27404, all tubes closed on 9th and 10th of june  any idea of how to get to the venue?,0
27405,"After France I was gonna spend more time in the sun, to overcome my negative reaction to it. Yep, in Netherlands. Good luck to me",1
27407,really really wants to go and see Coraline.,1
27410,in science class right now... urgh... stupid project.. don`t wanna go to track after school! too tired!  lol,0
27411,getting ready to drop off something to my man so he can hang out with a friend instead of me,1
27413,  so true...and so poetic! beautiful,1
27414,WHY DO I EVEN TRY... WHEN DEEP DOWN INSIDE I KNO THERE PAIN ON THE OTHER SIDE,0
27415, Hey Pinky I ordered some stuff from that site you gave me. I got it yesterday in the mail so pretty  thanks,1
27417,ish okay my loveee,1
27420, I would but you`re too far away,1
27421,Idk yet!!! _Gyrl I wanna go soon tho...but I want more tweeps to be there,1
27422,"Plan, successful?",1
27423,Wow. So I hate Staples right now. Majorly. Thanks for being complete fucktards and killing our productivity,0
27424,"Stoppped following ama, i really need a clean break... on another note, kate is being super nice right now  Off to work",1
27425,Happy Mother`s day to all mum`s in america,1
27426,  my cousins moved there like 2 years ago and I miss them so much. I was just looking at their facebook and now im sad,0
27427,Is wondering what happened to the sun? **** May grey!,0
27428,i hate my presentation  hahah whatever im glad its over,0
27431," Aaaah, the same old same, I see ^^ We share a mutual fate, my friend :*",1
27433,At least they ( kids) havnt gotten to big to still say mommy ILOVE YOU. AWWW they are so sweet. I am so lucky to have my kids.,1
27434,Really good night,1
27435,"Back from cycling 20 miles on virtually traffic free roads,the sun almost shining,new PB great start to the day",1
27437, I would never do such a thing!  The only thing more awesomerer is the 15 minute walk to work,1
27443, Yes! I love him. I have seen the eps so many time that I quote his lines with him.,1
27446, i am glad cos u wouldnt lose me as a fan anyway  i get to see you guys on saturday evening at leicester  it better be good!,1
27449, haha malamang as one of my chef.,1
27451,happy all my studying and all nighters payed off,1
27452,"so much for a day off- I`ve been on my feet, all over the place, all day!",1
27454,"_mayer I`d like to see a picture of you, Carl and John where everyone can read from your faces you`re proud of and you love eachother",1
27455,"simple greetings from unexpected people can actually lighten our mood, doesn`**** ever happen to you?",1
27458,I really wish someone would make a groupchat theme for Adium suited for IRC. yMous has way too low contrast.,1
27459,"  good as, cya in melbourne",1
27460,"Scream just played on my iPod. First thing that comes to mind, BEAR MACHINEEEEE!!!! Lol",1
27461, again thanks to my dear neighboor who also gave me coffee when I needed it. She is the best,1
27462,Just back from bingo w/family -- I won over $1100! Fun night,1
27465, Sure. I`ll try n keep that up! =P You enjoy studying. Cya!,1
27466, Naw.. it was pretty tame. Only 1 guy in costume.. a Voyager-style 'medical' uni. Disappointed there weren`t any more in costume.,0
27467,morning twit-friends! welcome to my new followers,1
27468,"few grilled mushrooms and olives, feta cheese and coffee for breakfast.. should i try to sleep now..?",0
27469,94 more days till BH comes back to LA,1
27470, lol i know  and haha..did you fall asleep?? or just get bored of shaun :p joke,1
27471,"i`m defying gravity. and nobody in alll of oz, no wizard that there is or was, is ever gonna bring me down",0
27472, - Wanted to visit the animals but we were too late,0
27474,So I get up early and I feel good about the day. I walk to work and I`m feeling alright. But guess what... I don`t work today.,1
27475,  enjoy ur night,1
27477," I`ve wondered about rake to.  The client has made it clear .NET only, don`t force devs to learn a new lang   ",1
27478, Yay good for both of you. Enjoy the break - you probably need it after such hectic weekend  Take care hun xxxx,1
27479, But it was worth it  ****.,1
27485,"When asked by a reporter whether hes at the center of a criminal scheme to violate campaign laws, Gov. Scott Walker nodded yes.",0
27486,Over the past five years the federal government has paid out $601 million in retirement and disability benefits to deceased former federal employees.,0
27487,Says that Tennessee law requires that schools receive half of proceeds -- $31 million per year -- from a half-cent increase in the Shelby County sales tax.,0
27488,"Says Vice President Joe Biden ""admits that the American people are being scammed"" with the economic stimulus package.",1
27489,Donald Trump is against marriage equality. He wants to go back.,1
27490,We know that more than half of Hillary Clintons meetings while she was secretary of state were given to major contributors to the Clinton Foundation.,1
27491,We know there are more Democrats in Georgia than Republicans. We know that for a fact.,1
27492,PolitiFact Texas says Congressman Edwards attacks on Bill Flores are false.,0
27493,Denali is the Kenyan word for black power.,0
27494,"Says 57 percent of federal spending goes to the military and just 1 percent goes to food and agriculture, including food stamps.",0
27497,Unfortunately we have documented instances where people defecated in the (Statehouse) building.,0
27500,Ronald Reagan faced an even worse recession than the current one.,0
27502,Says Mitt Romney was one of the first national Republican leaders to endorse Marco Rubio.,1
27503,The number of illegal immigrants could be 3 million. It could be 30 million.,0
27504,Marijuana is less toxic than alcohol.,0
27510,Active duty males in the military are twice as likely to develop prostate cancer than their civilian counterparts.,0
27511,Its been since 1888 that a Senate of a different party than the president in the White House confirmed a Supreme Court nominee.,1
27512,"Under Rosemary Lehmberg, the Travis County D.A.s office convened the grand jury that indicted Rick Perry.",1
27514,Tom Ganley has two Fs from the Better Business Bureau and over 160 complaints in just three years.,1
27516,"Says Thomas Jefferson said, You might be able to fool the people for awhile, and they may go astray, but sooner or later the American people are going to wake up and they will correct the course.",1
27519,"The Fed created $1.2 trillion out of nothing, gave it to banks, and some of them foreign banks, so that they could stabilize their operations.",0
27520,Texas families have kept more than $10 billion in their family budgets since we successfully fought to restore Texas sales tax deduction a decade ago.,1
27522,"Greg Abbott activated the state guard to monitor Jade Helm 15 in case the troops try to impose martial law, disarm innocent Texans, and detain them in tunnels beneath closed Walmart stores.",1
27525,"In 1993, Newt Gingrich first advocated for the individual mandate in health care. And as recently as May of this year, he was still advocating for it.",1
27526,"Says as a result of the national health care reform, the Congressional Budget Office says we save $250 million over the first 10 years. Over the next 10 years, we save $1.2 trillion in savings in terms of health care.",1
27528,The federal minimum wage is worth about 20 percent less than it was when Ronald Reagan gave his first address to a joint session of Congress.,1
27529,"A proposed tax to fund transportation projects would spend $90,000 to take a single vehicle off the road during the morning and afternoon commute.",0
27532,Hillary Clinton said gun confiscation would be worth considering.,1
27533,"Already, a prototype driverless car has traveled more than 300,000 miles in the crowded maze of California streets without a single accident.",1
27534,"Last year, out of the 500,000 (in) population growth we had in the state of Texas, about 250,000 of the 500,000 came to Texas... from the other 49 states.",0
27536,Says Gov. Chris Christie cut spending (by) $1 billion and provided $850 million in new education funding.,1
27538,"Studies have shown that in the absence of federal reproductive health funds, we are going to see the level of abortion in Georgia increase by about 44 percent.",0
27545,"Obamacare insurance cooperative failures should be expected because theyre like any business, and when you start businesses in America, at the fifth year, half of the businesses have closed.",0
27547,Says Marco Rubio said Social Security and Medicare haveweakened us as a people.,1
27548,"Across the country, $174 billion of the Recovery Act have been committed in its first 130 days.",1
27550,Twenty-five states have lower unemployment than Texas which is tied with Mississippi for more minimum-wage jobs than anywhere in the United States.,1
27551,"Of the 20 bills [Rep. David] Cicilline has sponsored in his three years in office, not a single one has advanced past the embryonic committee stage.",1
27554,"Every child born today inherits a $30,000 share in a national debt that stands at more than $13 trillion.",1
27555,A strong bipartisan majority in the House of Representatives voted to defund Obamacare.,1
27556,Proximity to high-voltage power lines lowers property values by as much as 30 percent.,1
27557,What the facts say is ...the best scenario for kids is a loving mom and dad.,1
27559,"To hear Gov. Christie tell it, everything in New Jersey is going just fine. Well I see another New Jersey with 400,000 unemployed. One of the worst jobless rates in the country. Working and middle class families have seen costs soar, from property taxes to college tuition.",0
27560,Says delegates cant legally change the Republican National Convention rules to prevent Donald Trumps nomination.,1
27561,Rebuilding three high schools will benefit 40 percent of Portland Public School students.,1
27567,The decision for the United States to buy heavy water from Iran will directly subsidize Irans nuclear program.,0
27568,The Texas Department of Transportation... misplaced a billion dollars.,0
27569,A judges order means theres a Constitution exemption zone if you live within 100 miles of the United States border.,1
27571,"Mitch McConnell opposed ""legislation to create and protect Kentucky jobs . . . help for the unemployed. . . health care for Kentucky's children,"" and ""fair pay for women.""",1
27577,"Before World War II, very few people actually had health insurance.",0
27578,Half of children struck by cars near schools are hit by parents driving children to school.,0
27579,"Citizens Property Insurance has over $500 billion worth of risk, with less than $10 billion worth of surplus.",1
27580,Tom Leppert pledged to make Dallas a sanctuary city for illegal immigrants.,0
27581,Putting three Republicans in my Cabinet...is unprecedented.,1
27582,"When Atlanta Police Chief George Turner was interim head of the department, overall crime fell 14 percent and violent crime dropped 22.7 percent.",0
27583,"From 1980 to 1990, the top 1 percent saw their income go up by roughly 80 percent while the median wage in the country over (the same) 10 years went up 3 percent.",1
27584,"I am very proud, as governor of Florida, that we signed the first divestment act, as it relates to Iran, divesting any investments in companies that would invest in Iran.",1
27586,Muslim nations did not call out the people who celebrated the 9/11 attacks.,1
27588,"The Taliban has been there for years and years, I mean, hundreds of thousands of years.",0
27589,Iran President Hassan Rouhani has more Cabinet members with Ph.D.s from American universities than members of Barack Obamas Cabinet.,1
27592,Birth control pioneer Margaret Sanger wasan active participant in the Ku Klux Klan.,0
27594,"Says U.S. Sen. Ron Johnson led the fight to let polluters release unlimited amounts of carbon pollution and took nearly $225,000 from polluters.",1
27596,More (student-athletes) graduate than the students who arent student-athletes.,1
27597,U.S. Rep. Lloyd Doggett is the most liberal man in the United States Congress.,1
27598,"Its entirely possible that the Democratic nominee, [Hillary Clinton], earned more money giving a single speech on Wall Street than I made the six years that I was there back in the 1980s In fact, its quite likely.",1
27603,President Obama has the lowest public approval ratings of any president in modern times.,1
27605,On an income cap for recipients of the popular HOPE scholarship,1
27606,Wisconsin is dead last in the Midwest for job creation.,0
27613,Many of the founding fathers were very actively involved in cockfighting.,1
27614,Says state Sen. Sheila Harsdorf wants to eliminate Medicare as we know it.,1
27615,The majority of people travelling to these destination resorts are not going for the primary purpose of gambling.,1
27619,"Says NFL Commissioner Roger Goodell interviewed domestic abuse victim Janay Rice with Ray Rice present and for every domestic violence agency, every law enforcement agency, thats a no-no.",0
27623,"The sex-offender registry has been around for a long time, and the research thats out there says that it has no positive impact on the public safety.",0
27626,The number of inmates since 2000 on death row dying of natural causes has now surpassed the number of inmates executed.,1
27627,"Quite frankly, it was during the Bush years of spending, multiplied now by the Obama years that we have this mess.",0
27629,"When the union says I want to eliminate tenure, thats not true.",0
27633,Social Security has nothing to do with the federal deficit.,1
27634,About 1 percent of all the gun sellers are responsible for more than half of the guns that are used in crimes.,1
27638,"Today, if you were raised poor, youre just as likely to stay poor as you were 50 years ago.",0
27639,"Says President Barack Obama told a room of students, Children, every time I clap my hands together, a child in America dies from gun violence, and then a child told him he could solve the problem by not clapping any more.",1
27643,Says Clackamas County has more urban renewal debt than all the other Oregon counties combined.,1
27646,There is no record of congresswoman Betty Sutton ... ever holding a single in-person town hall meeting open to the general public.,0
27648,Iraq has the second-largest oilfields in the world (behind) Saudi Arabia.,0
27650,Says he got twice as much money from the sale of County Grounds land than Milwaukee County Executive Scott Walker was willing to accept.,1
27651,"We spend in tax loopholes annually $1.1 trillion. Thats more than we spend on our defense budget in a year, on Medicare or Medicaid in a year.",1
27653,Over half of the black workers in this country earn less than $15 an hour.,0
27657,"Barack Obama's health care plan ""will cost taxpayers $1,700 more to cover each new person.""",1
27659,President Obama and Nancy Pelosi said Obamacare would save money because they factored in 10 years worth of tax revenue and only six and half years worth of expenses.,1
27662,Pasco County schools have graduation rates substantially higher than the state average and dropout rates below the state average.,0
27664,"Says that each year, about 25,000 American women become pregnant through rape or incest.",1
27667,I can tell you with certainty (capandtrade)would have a devastating impact on our economy.,0
27668,Today many Florida teachers are at risk of having their pay impacted by the performance of children who are not even in their classrooms or subject areas.,1
27670,Says Barack Obama promised he would cut the deficit in half but didnt.,0
27671,Old City in Philadelphiaused to have more than a dozen clubs and thats what we were known for and now were down to two.,1
27672,Says Denmarks suicide rate has been about twice as high as the United States over the past five decades.,0
27676,"Since the first of the year, 153 businesses at last count had moved out of California to Texas.",1
27678,"Says Chris Koster fell silentas attorney general in pursuing a case against a free classified service accused of promoting prostitution after accepting over $12,000 in campaign contributions from people affiliated with the service.",1
27680,"Says, Less than half of all states have legal protections on the basis of sexual orientation or gender identity, despite the fact that LGBT Americans report employment discrimination and unemployment at much higher rates than the U.S. average.",1
27681,"Gov. Romney himself, with 28 other Republican governors, supported policies that would have eliminated the time limits in the welfare reform law and allowed people to stay on welfare forever.",0
27683,"Im well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition.",1
27685,"By a two-to-one margin, Rhode Islanders want to ban assault weapons and we have a very small percentage of gun owners in this state, less than 13 percent.",0
27686,"Right now, an employer has more of a chance of getting hit by lightning than be prosecuted for hiring an undocumented worker. That has to change.",1
27687,Wisconsin dropped from second in the country to 41st among states where more than half the students took the ACT exam.,1
27688,"Says 315,000 mostly minority Texas students are enrolled in failing schools.",1
27689,"Says At age 76 when you most need it, you are not eligible for cancer treatment under Affordable Care Act.",1
27691,...Secret documents reveal that Iran could obtain a nuclear weapon far sooner than we were told. And Tammy Duckworth voted yes (on the Iran nuclear deal).,1
27694,Four state Assembly Democrats scored a death blow to northeast Wisconsins economy by killing hundreds of jobs at a potential Bass Pro Shops near Green Bay.,0
27697,"Barack Obama ""is more to the left of the announced Socialist in the United States Senate.""",1
27698,What president has the worst record on female labor force participation? Barack Obama.,0
27699,Two million more Latinos are in poverty today than when President Obamatook his oath of office less than eight years ago.,1
27700,The Social Security trust fund is already facing imminent bankruptcy.,1
27701,"Seven hundred thousand. Thats how many California jobs will be lost thanks to the politicians raising the minimum wage.Now Florida is adding one million jobs, not losing them.",1
27703,"The percentage of black children born without a father in the home has risen from 7 percent in 1964 to 73 percent today, due to changes from President Lyndon Johnsons Great Society.",1
27705,People have a constitutional right to have semiautomatic rifles.,1
27707,"The film and TV industry supports more than 24,000 direct jobs and pays local workers more than $1.68 billion in wages in Georgia.",1
27709,"When it comes to income taxes, Wisconsin is one of the best places in the country to be poor but top 4 or 5 worst for middle-income earners.",1
27710,ACORN could get up to $8.5 billion more tax dollars despite being under investigation for voter registration fraud in a dozen states.,1
27712,On his half pay pledge.,0
27713,"Over 10 years, (extending tax cuts for the wealthy) would add less to the deficit than Obama added with the stimulus in one year.",1
27714,The collective net worth of Americans has taken a $5.5 trillion hit ... mainly due to plummeting home values.,1
27716,"The average Georgia family makes $6,000 less than the average family did 10 years ago when inflation is factored in.",0
27718,"Says New STA, passed while Clinton was secretary of state, is a treaty cutting Russias nuclear arms.",0
27719,Says his free public university tuition program is paid for by a tax on Wall Streets speculation.,1
27721,"Under a Wisconsin bill, minor offenses such as violating pet leash laws, seat belt laws, parking infractions, etc., would now be arrestable offenses.",0
27722,"Says in 2003 Texas cut $10 billion out of the entire budget, yet we put $1.8 billion more into public education. We put $800 million more into health and human services.",1
27723,Under Hillary Clintons plan illegal immigrants convicted of committing crimes get to stay.,0
27730,Says a Ted Cruz ad has got me bull-dozing down a house.I never bulldozed it down. Its false advertising.,0
27734,Weve brought trade cases against China at nearly twice the rate as the last administration.,1
27735,"When we started this health care debate a year ago, 85 percent of the American people had health insurance, and 95 percent of the 85 percent were happy with it.",1
27736,"Since John F. Kennedy was assassinated in 1963, more Americans have died by gunfire within our own country than American servicemen and women who were killed in all our wars.",1
27737,Obama said he would unilaterally renegotiate the North American Free Trade Agreement.,0
27738,"In the 513 days between Trayvon dying, and todays verdict, 11,106 African-Americans have been murdered by other African-Americans.",0
27739,Says If you compare the Portland Metro area to the CDCs statewide cavity rates ... the Portland Metro area would actually rank as having the 15th lowest cavity rate in the U.S.,0
27742,Says Republican Rep. Charlie Dent wants to kick the Freedom Caucus out of the Republican conference for voting our conscience.,1
27743,"He was offered medical care for his injuries if he would give up military information in return. John McCain said, 'No.' ",0
27745,There are literally teachers now who are getting pink slips because of sequestration.,0
27749,"About 106,000 soldiers had a prescription of three weeks or more for pain, depression or anxiety medication.",1
27750,Georgia loses millions of dollars of revenue because people go out of state to buy fireworks.,0
27751,"If you and I fail to defund ObamaCare now, some 16,000 new IRS agents will be begin prying into our private medical records, eyeing each and every one of our treatments and prescriptions for violations.",0
27752,John McCain says it's okay with him if the U.S. spends the next thousand years in Iraq.,1
27753,"Says that in 2015, illegal immigrants accounted for 75 percent of federal drug possession convictions and 5 percent to 30 percent of convictions for murder and kidnapping plus two other crimes.",0
27756,The average Atlanta resident spends an extra $924 each year in additional gasoline and wasted time.,0
27759,Saturday Night Live executive producer Lorne Michaels could be put in jail under this amendment for making fun of any politician.,1
27760,"When he worked for ATT, he ""was responsible for large parts in a $5 billion organization.""",1
27764,"Of the roughly 15 percent of Americans who dont have health insurance, half of them made more than $50,000 a year.",1
27765,"The United States can immediately tap a domestic energy resource of more than 1.5 trillion barrels of oil, six times more than Saudi Arabia.",1
27769,"At the mere request from Putin, President Obama withdrew the plans for a missile defense program based in Poland and the Czech Republic.",0
27770,"I did very well with young people in Ohio, Massachusetts, California.",1
27771,"Health care reform ""would bring down the deficit by as much as $1 trillion over the next two decades.""",1
27773,Austin has more lobbyists working for it than any other municipality in Texas.,1
27774,"The EPA wants to hire 230,000 new government regulators that will cost the taxpayer $21 billion.",1
27777,The Cleveland police has issued a stand down order to officers.,0
27779,We already pay the highest electricity prices in the country here in New England.,1
27780,We're going to have more troops (in Afghanistan) . . . than the Russians had.,1
27781,Victory! Republicans by 2 to 1 vote to endorse Mark Neumann on first ballot at GOP convention.,1
27783,There's only four senators senior to me ... there's still 44 older than me.,1
27788,"Mitt Romney boasts that he is ""proud to be the only major candidate for president to sign the tax pledge. The others have not.""",1
27789,"More than 250 (voter registration) groups, ranging across the entire political spectrum, have filed with the state and are registering voters right now.",1
27790,"Barack Obama got more campaign contributions from Fannie Mae and Freddie Mac ""than any other member of Congress, except for the Democratic chairmen of the committee that oversees them.""",1
27791,I brought down crime more than anyone in this country -- maybe in the history of this country -- while I was mayor of New York City. -,1
27792,"A planning group said that to meet anticipated traffic demands by 2035, Interstate 35 between Austin and Round Rock will need a dozen additional lanes going north and 14 additional southbound lanes.",0
27793,Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Sean Duffys Republican Majority.,0
27794,The United States is the only developed country in the world without paid maternity leave.,1
27795,A voucher school that closed after 9 days this year collected $5.4 million in taxpayer subsidies since first opening.,1
27798,"Obama worked with ""Sen. Dick Lugar, a Republican, to help lock down loose nuclear weapons.""",0
27799,"The United States spends $2.2 billion on free cell phones, $27 million on Moroccan pottery classes and pays for the travel expenses for the watermelon queen in Alabama.",1
27801,The transportation package passed by the General Assembly would impose the largest tax increase in Virginias history.,1
27802,My home state since June of 2009 created 40 percent of the new jobs in America.,1
27803,"Onion Creeks highest flow rate on a recent night of flooding was 120,000 cubic feet per second, which is nearly double the average flow rate of Niagara Falls.",0
27804,"As governor of Florida, I used a combination of strategies to help reduce heroin use among youth in Florida by approximately 50 percent.",0
27807,"Says the estate tax, in many cases, forces family farmers and small businesses owners to sell their holdings.",1
27810,"We're spending $1.6 billion for all of Latin America in terms of aid and assistance, a fraction of what we're spending in Iraq, the $500 billion we've spent there",0
27811,"If you look at the number of illegal immigrants coming into the country, it is net zero. Its been that way now for almost two years.",0
27813,Wisconsins lawsuit rules are so anti-business that the states system is one of the most promiscuous in America.,1
27814,"Says Joseph Stalin said if you want to bring America down you, have to undermine three things: our spiritual life, our patriotism and our morality.",0
27816,"The gender gap in his support is not unique to me and theres not a huge gap from where Republicans have been in presidential, gubernatorial and US Senate elections in recent years.",0
27817,Bryce Reeves chaired a group bankrolled by a New York billionaire who fired hundreds of Virginia workers and sent their jobs to China.,1
27818,"In 2011, Alabama and Massachusetts passed legislation allowing non-citizens who are legal residents to vote in state and local elections.",1
27819,"Across the country, more than half of the U.S. attorney seats remain without a prosecutor chosen by Obama.",1
27820,The Red Sox waited 87 long years to win the World Series.,1
27824,"Says Tom Ganley has been sued over 400 times, for fraud, discrimination and more, and a judge called Tom Ganleys business practices deceptive and unconscionable.",1
27825,A recall election for Wisconsin governor would cost $7.7 million -- $7.7 million that may already be allocated to merit raises for teachers or health care for the poor or school books for your kids.,0
27827,We are giving almost $2 billion of taxpayer money to the junk food and fast food industries every year to make the (childhood obesity) epidemic worse.,0
27828,Not one American flag on the massive stage at the Democratic National Convention until people started complaining- then a small one. Pathetic.,0
27832,Health insurance and medical costs are going down because of Obamacare.,0
27833,"The war on drugs led to a 500 percent increase in incarceration in our country, disproportionately affecting poor and disproportionately affecting minorities.",0
27837,"There is no disagreement that we need action by our government, a recovery plan that will help to jump-start the economy.",1
27839,"Many Nevadans relied on Uber for work, but after accepting $70,000 from taxi companies, Catherine Cortez Masto went after Uber ... (driving) them out of town.",1
27840,"Says it probably costs more than $300,000 to run for a seat on the Pedernales Electric Cooperative board of directors.",1
27842,Wind power is the most undependable form of renewable energy.,1
27844,The House has never failed to pass a budget in the modern era.,1
27845,Mr. Renacci was registered as a foreign trade lobbyist in the United States government.,0
27846,"Tommy Thompson created the first school choice program in the nation, giving thousands of Milwaukee students the choice of where they go to school no matter where they live or how much money their parents make.",1
27847,Says the main Central Texas food bank is delivering 50 percent more food to the poor than three years ago.,1
27848,"McCain ""still thinks it's okay when women don't earn equal pay for equal work.""",1
27849,"The Baucus bill ""contains provisions that would send massive federal subsidies directly to both private insurance plans and government-chartered cooperatives that pay for elective abortion.""",1
27850,Gene Green is the NRAs favorite Democrat in Congress. ... Its no wonder the congressman has a lifetime A rating from the NRA.,1
27852,"The CBO says that if you raise the minimum wage to $10.10 an hour, half a million people would lose their jobs.",0
27853,State lawmakers are spending taxpayer money for parking that billionaire Arthur Blank could build while paying some state employees so little they are on food stamps.,0
27854,State governments have little ability to stimulate job growth in the short run.,0
27857,"Sarah Palin ""already has more executive experience"" than Barack Obama and Joe Biden ""combined.""",1
27860,"Says that on average, Democratic congressional districts received 81 percent more stimulus funds than Republican districts.",1
27861,You had supported John McCain's military strategies pretty adamantly until this race.,1
27862,Says critics who say he cut Medicaid are wrong; his budget added $1.2 billion to the program,0
27864,$29 is what families on SNAP (i.e. food stamps) have to live on for a week.,1
27865,"The Medford Water Commission was fined $279,000 for dumping plain drinking water into a stream.",0
27866,Nothing in the Constitution explicitly guarantees our right to vote.,1
27867,Sherrod Brown and his special interest allies in Washington are plotting to spend over $13 million to defeat Josh Mandel.,1
27868,"On the new dollar coins, ""'In God We Trust' is gone!""",1
27869,Says Gov. Scott Walkers proposed state budget contained 110 pages of errors -- an unusually high number -- and millions of dollars worth of mistakes that were corrected with a follow-up document.,1
27871,"If you look at most of the polls, this is a margin-of-error race on Fourth of July between Mitt Romney and the president.",1
27874,"Says Rick Perrys Pay to Play politics led him to send $899 million to an offshore call center in Bermuda, driving down enrollment in childrens health insurance",0
27876,"President Barack Obama, Nancy Pelosi and Harry Reid support Rick Perrys decision to give in-state tuition to illegal immigrants.",0
27877,Obama has more czars than the Romanovs.,1
27878,Gov. McDonnells proposed budget is cutting public education.,0
27879,A [bank] surveillance camera capturing a criminals face and other identifiable traits would certainly discourage robbery attempts and serve as a deterrent to robbers.,1
27880,"Medicare costs have slowed down dramatically. In fact, the first two months of this fiscal year, Medicare costs were down even in nominal terms relative to the previous year.",0
27882,U.S. Rep. Connie Mack voted to raise his own pay several times.,1
27883,No poll done this year ... shows less than a majority to reinstate a federal ban on assault weapons.,0
27884,I have spent virtually every weekend since Memorial Day in the Panhandle.,0
27885,"In the 2012 election, there were more votes cast than registered voters in St. Lucie County, and Palm Beach County had 141 percent turnout.",1
27889,Says Christopher Little has a history of working against environmental protection by defending the worst types of corporate polluters,0
27890,"John Kasich says he won, despite 12 visits by a president, somewhere between $45 (million) and $50 million (spent against him,) 500 paid volunteers in here calling me every name in the book, former presidents, first ladies and God-knows-who-else.",1
27892,Says Nick Kahl made it harder for many families to cover basic health care expenses.,1
27894,"There is nothing in the current state public records law that prohibits sensitive or confidential business information from being just that, confidential.",1
27896,"The White House is won in the swing states, and I am winning the swing states.",1
